text,favorite_count,retweet_count,user.followers_count,user.friends_count,label
"The officer who shot #MikeBrown did NOT know he was a suspect in a robbery, according to #Ferguson police chief. They were not related.",101,267,35311,5629,1
This #Ferguson PD chief press conference is AMAZING... he just ADMITTED Darren Wilson stopped him bc of the jaywalking.,53,173,6899,2402,1
Police chief said officer who shot Brown didn't know about any robbery #ferguson,47,202,3066,606,1
Exactly. Why release the video if stopping Mike Brown was not related to the robbery? JESUS CHRIST THIS IS BAD. #Ferguson,100,221,39635,10504,1
"Q: ""why did he stop Michael Brown?"" 

#Ferguson Police Chief: ""because they were walking down the middle of the street blocking traffic""",10,104,10732,1038,1
Lawyers for police in bad shootings often advise shooters not to write reports or even speak to commanders or investigators. #Ferguson,80,310,250431,283,1
#Ferguson police chief says he released the robbery video because he was getting FOIA requests for it. How did anyone know to request it?,53,118,521,340,1
"Asked why he released surveillance video of robbery, Chief Jackson responds, ""because the press asked for it."" #MikeBrown #Ferguson",20,115,101649,35,1
Chief Jackson: officer Darren Wilson stopped #MikeBrown initially because he was in the street and blocking traffic. #Ferguson,57,192,101805,35,1
"the media didn't even know the video existed, but he just said they requested it? DUDE. #Ferguson",97,282,39767,10517,1
Wow! What was the point of bring out the robbery footage today if it had nothing to do with Michael Brown being stopped? #Ferguson,75,118,185071,2149,1
so ... they clearly released that video  only to shame &amp; blame the victim. #Ferguson #MikeBrown,33,138,10704,1038,1
"So since we now know the officer knew nothing abt a robbery, we must ask why those tapes were released? #Ferguson. But we know why.",52,100,13517,687,1
Key point: Officer Wilson was not aware that #MikeBrown was a robbery suspect. It will be key in establishing his state of mind. #Ferguson,118,369,101807,35,1
"shorter #ferguson pd: ""damn, we thought we could dirty up this guys name, we didn't think you guys would CHECK""",70,120,21405,3999,1
Ferguson PD now admits that Darren Wilson didn't know anything about the store robbery when he stopped Mike Brown! This is bad! #Ferguson,94,274,185018,2149,1
"Cop who shot Brown did not know he was a robbery suspect, #Ferguson police chief says http://t.co/9pWsMI9HOj http://t.co/urxcAQk7Uy",160,585,1697847,2893,1
"The #Ferguson police chief just basically confirmed #MikeBrown was gunned to death for the crime of walking in the street?

Horrific.",77,197,14866,1361,1
What's so frustrating is that now we are talking about a robbery and not the killing of an unarmed kid. #ferguson,185,260,39603,10503,1
They released that information this morning about the robbery KNOWING #MikeBrown wasn't stopped for it? Explain why. EXPLAIN. WHY. #Ferguson,148,382,28401,521,1
"So, to sum up: 1) Darren Wilson KNEW NOTHING of the robbery, 2) shot #MikeBrown over jaywalking, and 3) was allowed to escape #Ferguson.",59,227,1969,1895,1
#Ferguson chief said the officer was unaware of any robbery &amp; stopped #MikeBrown for jay walking. #TheJig http://t.co/uLWzIJH5WJ,76,413,216628,25101,1
Are we supposed to be cool &amp; remain calm when the police after MURDERING a teenager SLANDER him to hide the killing behind racism? #Ferguson,239,330,28398,521,1
#Ferguson police chief says officer Darren Wilson didn't know #MikeBrown was a robbery suspect http://t.co/SbpxzwwZWs,35,146,31593,259,1
"They desecrated #mikebrown's body then they desecrated his memory and plight for justice. 

EXPLAIN THIS. 

#Ferguson #DONTSHOOT",56,143,28397,521,1
I'm so disgusted. #Ferguson RT @ZandarVTS: This has now devolved into the worst police shooting cover-up attempt in US history.,59,128,28646,521,1
Report: #Ferguson cop identified as unarmed teen's killer skipped town days ago http://t.co/5GQvgcw3LJ,45,185,162647,521,1
VIDEO Police release surveillance tape from #Ferguson store related to #MichaelBrown: http://t.co/hEIdfPTX60 http://t.co/CIM7L6TJND,37,111,1298668,8244,1
"Increasingly seems like #Ferguson police dept. spent all week playing dress-up, couldn't even be bothered to get its story straight",89,136,81734,72238,1
In what world do you let a cop who killed someone leave town? http://t.co/T0A3rn2PeL #Ferguson,62,176,25527,1593,1
#Ferguson Police Chief says #MikeBrown was stopped because he was walking in road NOT because he was suspected of stealing cigars.,300,870,1360,570,1
"Oh, whoops, the robbery had nothing to do with #MikeBrown being stopped, but at least now half of America thinks it did. - #Ferguson PD",56,186,291,413,1
.@CNN KEEPS playing the video while saying it has nothing to do with the murder of #MikeBrown this is PSYCHOLOGICAL WARFAE. #FERGUSON,64,228,5638,616,1
"If anyone's looking for a reason to murder me execution-style in the street, I stole a coke from a Walmart when I was 19. #Ferguson",207,151,1274,603,1
UPDATE - Shooter #DarrenWilson didn't know #MikeBrown was a robbery suspect: #Ferguson http://t.co/p05krSfaXL http://t.co/R8CJVoTvex,47,142,112558,14386,1
This is what #Ferguson PD did to #HenryDavis in 2009 when they mistook him for a man with an outstanding warrant http://t.co/ZdHpyHfrCh,59,280,10146,416,1
"Since FBI is investigating the shooting, isn't Darren Wilson a fugitive &amp; the cops who let him leave accessories after the fact? #Ferguson",159,245,25482,1592,1
to be clear: an unarmed teenager POSSIBLY stealing a box of cigars does not warrant being shot to death by the police. #Ferguson,201,185,1320832,1189,1
People got even angrier after the admission that the #Ferguson store theft had nothing to do with why Brown was stopped by Wilson.,164,288,22988,994,1
"#Ferguson PD charged #HenryDavis w/ ""destruction of property"" for bleeding on their uniforms: http://t.co/qQWPClW3tG http://t.co/5U3nMoMiF2",75,201,10290,416,1
"Oh. So NOW the #Ferguson police chief says the cop didn't know about the robbery when he stopped #MikeBrown. The kid was ""jaywalking""? BS!",52,104,283534,1650,1
Anybody else thinks the #Ferguson police chief is just making this up as he goes along? This is beyond embarrassing. It's shameful!,208,241,283826,1651,1
"Report: #Ferguson Cop ID'd As Unarmed Teen's Killer Left The Area Days Ago 
http://t.co/fZROKS30VC http://t.co/QAYkm1ielh",35,126,201178,290,1
#Ferguson police: Officer involved in fatal shooting of Michael Brown didn't know he was suspect in alleged robbery. http://t.co/L6bieyrz2a,46,120,4856921,909,1
Officer in shooting death of MIchael Brown was unaware he was a suspect: #Ferguson police http://t.co/ZdxP58Ptqt http://t.co/ypfN4DmMZi,47,141,53695,316,1
Report: #Ferguson police beat up wrong suspect then charged him for getting blood on uniforms in 2009 http://t.co/Mck8FYYOpp,43,126,162744,521,1
#ferguson police engaged in character assassination to cover up actual assassination. you. simply. don't. shoot. unarmed. teenagers. EVER.,353,536,1320830,1190,1
now shameful #ferguson police say Brown wasn't even a robbery suspect when he was shot. he was just an unarmed kid walking down the street.,158,259,1320790,1190,1
WOKE. #Ferguson #mikebrown RT @ChamNature: 10 mins RT @DragonflyJonez: 6'4 290. In sandals. RT @_TheSpeakEasy: Hmm http://t.co/urAzIWRNI6,42,175,3455,1053,1
American Justice?! #MikeBrown #FergusonShooting #Ferguson #PoliceBrutality ##JusticeForMikeBrown http://t.co/jgIwMophkl,97,184,11208,11282,1
"Hard to believe this guy assaulted a cop. 😂😂😂 

#Ferguson http://t.co/J86VLXnZF6",239,385,18644,12432,1
"#ThatAwkwardMoment when the #Ferguson police chief admits that #MikeBrown was stopped for walking in the road.

#p2 http://t.co/6giGtKQgaB",103,293,5779,993,1
"Everybody was orgasming about a white cop killing an ""innocent"" black kid. Reality kicked them in the nuts. #Ferguson http://t.co/hUx29W6P10",71,103,18651,12437,1
#Ferguson chief let most of day go by b4 disclosing (after repeated Qs) that cop who killed #MikeBrown knew nothing about robbery. DANGER,86,150,32220,236,1
"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson",33,115,3398,496,1
FACT. We know more about how #MikeBrown allegedly stole cheap cigars than how and why a #Ferguson police officer shot and killed him.,68,139,1347,565,1
"The press conf makes #Ferguson PD look like they've gone from stonewalling to counter punching. We give up a name, we drag his thru the mud.",79,137,22919,991,1
#Ferguson Police: Video Shows Michael Brown Strong-Arming Store Clerk http://t.co/Nm8bHDdUz7 http://t.co/mgdyuatgFE,29,107,437276,126159,1
Is the Police Chief in #Ferguson changing the story?  https://t.co/8ujqp0lpb5,92,233,9301,3397,1
"MSNBC is literally reporting that Police Chief CLEARLY said it was about jay walking. 

This is a fucking clown show. #Ferguson",69,139,28396,521,1
Police in #Ferguson once charged a man for bleeding on their uniforms after 4 of them beat him http://t.co/op11jbVEUq http://t.co/crECAGF4t0,112,353,4136,2188,1
"Remarkably, despite the military-style police presence in #Ferguson, a known killer was able to skip town http://t.co/lDGjp6Wt1j",65,120,81738,72238,1
Americans are 8 times more likely to be killed by a police officer than by a terrorist. #Ferguson,381,524,258110,257898,1
"Shot ten times.
Unarmed.
What else is there to talk about?
#StopTheSmear #Ferguson",181,266,21711,957,1
I refuse to call the #Ferguson police chief incompetent when it is so clear the release of that video was calculated and brazen. #MikeBrown,145,166,13547,689,1
Police in #Ferguson once charged a man w/ destruction of property for bleeding on their uniforms after they beat him http://t.co/MRVP76sdUP,68,210,288881,1072,1
Black teenage boys are not men. They are children. Stop referring to a 17 year old as a man. You are killing children. #ferguson,124,236,59,151,0
The mother of the boy killed in #Ferguson speaking to media about the loss of her son. http://t.co/YlxEDKoebB,104,410,100400,1031,0
Police have brought out the large gear in #Ferguson. http://t.co/2gxUzOvwfy,67,469,100400,1031,0
"Omg Wow ""@FLOCKAfierce: WOW RT @AntonioFrench: Police have brought out the large gear in #Ferguson. http://t.co/4t4RRtNWRk""",13,103,384,765,0
"When you see citizens as enemies... RT @AntonioFrench: Police have brought out the large gear in #Ferguson. http://t.co/xTwwfXC8zy""",8,151,1685,874,0
Police of #Ferguson murdered a boy in cold blood. Now they're spinning the story &amp; intimidating the community into silence.,38,122,1680,874,0
Here’s to hoping what’s happening in STL right now doesn’t get worse. #Ferguson hashtag not looking good right now. http://t.co/0fhU5EopGa,39,150,3475,511,0
"When you are black &amp; the victim of a crime, people will dig up something you did in kindergarten to justify what happened to you. #Ferguson",108,208,53,370,0
Patrol cars still flood the streets in #ferguson more than 6 hours after police officer shot teenager @ksdknews http://t.co/fCCGAfIRbG,12,104,2623,683,0
"America doesn't think we're human, the world doesn't think we're human, and cops don't get punished for killing us for no reason. #ferguson",51,119,853,1896,0
"Another day, another shooting of an unarmed black teenager in America by authority figures. #STL #Ferguson",72,178,67670,1068,0
People are now matching to the #Ferguson Police Dept headquarters. http://t.co/4KEsby2ZPj,35,153,106856,1041,0
Being Black in this country is dangerous business. #Ferguson,117,198,25565,1593,0
People marching to the #Ferguson Police Dept headquarters following the killing of a 17-year-old boy. http://t.co/ROvs3mXYMM,303,1281,101151,1031,0
Many police officers today operate from fear and prejudice. That's dangerous when you have the power to take a life. #Ferguson,146,367,224676,40494,0
"The #Ferguson shooting shows that being passive leads 2 more injustice. If a Black cop shot an unarmed white teen, Ferguson would be on fire",83,212,118486,207,0
"Police aren't being taught to protect and serve anymore. They are being taught to shoot first, explain later. #ferguson",345,700,224685,40513,0
"Yes @stltoday describe people protesting police officer killing Michael Brown as ""mob"". Then, edit, ""crowd"" #ferguson http://t.co/xG3Hm8JLWy",27,144,19351,6971,0
"#WeAreTargets: People marching to the #Ferguson Police Dept headquarters following the killing of a 17-year-old boy http://t.co/wFTR1maej7""",88,370,183,272,0
"This is not a ""black"" loss. This is a loss for America, and everyone should be concerned, outraged &amp; involved. #Ferguson",286,501,49955,5300,0
"If Michael Brown had been white, @stltoday would have described crowd not as a ""mob"", but as a 'heartbroken community'. #Ferguson",167,314,19354,6971,0
calling the neighbors a mob = dehumanizing a community to justify all future wrongdoing. #mikebrown #ferguson,154,323,5496,1491,0
call weeping neighbors a mob --&gt; paint a picture of a violent community #MikeBrown came from --&gt; justify his execution #Ferguson,88,226,5486,1491,0
"So would that ""angry mob"" in #Ferguson also qualify as ""concerned citizens""? What's the difference, skin color? #justice4all",141,235,49956,5300,0
"Unfollow me NOW if you're like ""Why was he running?"" or tweeting ANY justification 4 the murder of #MikeBrown by #Ferguson cops.",132,150,2759,513,0
"PAY ATTENTION as ""teen"" becomes ""man,"" ""community"" becomes ""mob,"" and ""murder"" becomes ""alleged shooting."" #Ferguson #medialiteracy",2228,4531,232,391,0
"Reminder that this is legal, but young unarmed black men are threatening and make us ""uncomfortable""  #Ferguson http://t.co/VbRyW7J9nR",305,947,237,198,0
Interview with mother of victim. The police wouldn't let her ID her own son http://t.co/jUonPxq4TW #Ferguson,45,157,28538,1108,0
Police murder another unarmed 17 yr old blk kid &amp; police show up like this. I can't take it! #Ferguson #WeAreTargets http://t.co/RuZ8YAgGPr,51,214,10268,416,0
"To all white ppl horrified by #Ferguson: go to police, school board, &amp; mayor and teach how anti-blackness kills. They don't listen to us.",129,223,232,392,0
"The mother of #MikeBrown, the 17-year-old killed by #Ferguson police today, says her son was about to start at Vatterott College next week.",60,308,100278,1031,0
: Teenager #MikeBrown won't start college on Monday because he was shot ten times by a #Ferguson police officer. http://t.co/dCFmzlkFRD”,43,200,88,555,0
"How many unarmed black teenagers will be killed in America? 

#ThatIsTheQuestion
#Ferguson http://t.co/5L8043MSaP",204,907,133563,127,0
"""The 18 year old victim had no weapon and his hands in the air and was still shot multiple times."" https://t.co/kTIEq8TkkC #Ferguson",31,135,911,279,0
Mike Brown was to start studying at Vatterott College on Monday. #Ferguson,72,353,133571,127,0
"Notice it's ""involved in the shooting"" not ""killed a child."" 
Notice it's ""paid administrative leave"" not ""has been arrested""
#Ferguson",80,198,871,280,0
The police officer who killed Mike Brown has been put on paid administrative leave. #Ferguson,133,835,133577,127,0
"Michael Brown was due to begin classes at Vatterott College tomorrow.

His mother mourns his loss:

#Ferguson http://t.co/YMSK7Skp9y",62,214,19310,6968,0
"Multiple witnesses have told the media in #Ferguson, that Mike Brown had his hands up when he was shot ""multiple"" times by police officer.",350,1956,133531,127,0
"Black bodies are no longer swinging from trees, they are laying on the streets.  #Ferguson #detriot #oakland #nyc #usa",50,136,8260,1020,0
Michael Brown was supposed to start classes at Vatterott College on Monday. Instead gunned down in street by #Ferguson police.,46,185,28451,1106,0
"Favorite this now: In the next week, we will hear about EVERY transgression #MikeBrown has ever had since soiling his diapers. #Ferguson",197,183,9021,1906,0
Teenager #MikeBrown won't start college on Monday because he was shot ten times by a #Ferguson police officer. http://t.co/A4RJS4unlx,48,195,1540,1999,0
People are gathering at the site where #Ferguson police killed 17-year-old #MikeBrown. Police have swarmed the area. http://t.co/NlqbthTiAc,83,468,101112,1031,0
The police presence in #Ferguson following the shooting of Michael Brown was mind blowing. http://t.co/UGdNcWtpbH,45,188,13825,2399,0
Rose petals and candles have been placed in the street where #MikeBrown's body laid. #Ferguson http://t.co/kCn4dHqNwQ,51,153,106316,1041,0
"People in the street shouting ""No Justice, No Peace"" and blocking a Kinloch police car from passing. #Ferguson http://t.co/7jp4rqT4G6",133,426,106268,1041,0
Rest in Peace Mike Brown. #Ferguson,221,703,960143,1668,0
The crowd has forced the police car to reverse. #ferguson https://t.co/B9YqGhq0hZ,40,144,99640,1030,0
"America: Where an unarmed black teen gunned to death by the cops isn't seen as a victim, but a white kid on a shooting spree is. #Ferguson",351,777,14865,1361,0
They've brought the dogs out in #Ferguson https://t.co/gXQeLtaXjt,58,363,106590,1041,0
"An unarmed 17 year old kid shot 10 times &amp; once in the HEAD?!?!
Not sure how you can ""spin that"".
#Ferguson",37,127,58285,4175,0
#Ferguson Regardless of what color you are; the militarized police response here is BONECHILLING http://t.co/uumztSc6c8,93,337,5914,4785,0
#Ferguson police have brought dogs into neighborhood. Residents protest with hands in the air. Tension is growing... http://t.co/BxYIsHHjnE,108,654,133565,127,0
Things are getting very tense in #Ferguson. https://t.co/2pDUHAR2B7,78,479,104056,1032,0
"Someone remind me what year it is again. Cops shoot unarmed young man then bring the dogs out to ""handle"" the crowd. #Ferguson #MikeBrown",88,255,9005,1906,0
"Right now in #Ferguson, MO following the killing of 17-year-old #MikeBrown http://t.co/caqdthrkq0",381,1698,102681,1031,0
The only reason those cops haven't gone all Selma on the people in #Ferguson is because the cameras are rolling. That's it.,39,100,2076,585,0
"Rest in Peace, Michael Brown. 17 forever.

#Ferguson http://t.co/fMq9mJRwtL",46,171,19315,6969,0
Awful. RT @AntonioFrench #Ferguson Police have dogs and shotguns. The unarmed crowd is raising their hands. https://t.co/OFXxJLuDtj,17,157,28175,1105,0
Black people die 2 deaths: 1) by public execution &amp; 2) an assassination of their character to justify the murder. #Ferguson #MikeBrown,284,494,3249,1251,0
They broke out the terrorist response gear for citizens in #Ferguson protesting cold blooded police murder. Are we still in America??,56,161,2077,584,0
What year are we in again? This is looking like the 50s #Ferguson http://t.co/TeLcT3d3yh,66,217,1731,1694,0
"The police in #Ferguson are using military suppression tactics on unarmed civilians. That's not law enforcement, b.",39,135,2076,585,0
Situation in #Ferguson getting very tense after police killed unarmed teenager Mike Brown (photo: @AntonioFrench) http://t.co/gL3y9pkfV7,82,489,133567,127,0
Police dogs snarl at a crowd of mourners in #Ferguson. They are mourning the killing of another teenager by police http://t.co/BVGJAu2jvV”,72,357,51320,987,0
Someone please remind me what year it is again? #ferguson http://t.co/33cebmojwV,3289,7953,415,574,0
Crazy RT @brennamuncy: Someone please remind me what year it is again? #ferguson http://t.co/0rmR6PhSvi,39,149,4764,2035,0
"The cop who shot #MikeBrown is on paid leave. 

Shoot a black kid, get a paid vacation. #WeAreTargets #Ferguson",114,354,10151,416,0
The police have come into the community with dogs. #ferguson http://t.co/QWhlu0xEtB,27,129,25400,1849,0
Cops gun down a 17-year-old in front of you &amp; lock down your neighborhood with scores of armed cops because THEY feel threatened #Ferguson,90,237,3592,2590,0
"Never forget the original relationship between the police and blacks...
#wearetargets
#Ferguson http://t.co/Y0dOOu4LbE",106,204,102,101,0
#message RT @brennamuncy: Someone please remind me what year it is again? #ferguson http://t.co/vI4tDnvT1W,41,107,917,414,0
Ferguson Police have dogs and shotguns. The unarmed crowd is raising their hands. #ferguson #fergusonshooting  https://t.co/t2MLq3SsrV,37,163,839,223,0
"RT @_westwest_yall: Never forget the original relationship between the police and blacks...
#wearetargets
#Ferguson http://t.co/Hbd4J61Va7",43,100,1100,713,0
"The #Ferguson chief, the County chief, County prosecutor, and @CharlieADooley need to reach out to the family and promise justice TONIGHT.",88,151,99731,1030,0
Reach RT @brennamuncy Someone please remind me what year it is again? #ferguson http://t.co/1Yz0RPNFIT,74,189,198936,163522,0
White man with gun *goes* to Target. Black kid without gun *is* the target. #Ferguson,115,237,7075,1012,0
"People are angry, frustrated but peaceful tonight in #Ferguson. The police dept's heavy handed approach made things worse. Leaving was good.",122,291,104526,1034,0
Dear mainstream media: The story is not the protest. The story is the police shooting of an unarmed black teenager. #Ferguson,147,372,651,1664,0
Dogs? In 2014? #Ferguson RT @AntonioFrench: Right now in #Ferguson MO following the killing of 17-year-old #MikeBrown http://t.co/iniDpLhVgo,138,570,960089,1668,0
"NOTICE: 0 evidence of ""kill the police"" chant in #Ferguson but all news outlets report it, yet pics of lifeless victim? ""Alleged shooting.""",56,166,231,391,0
Police are leaving now. #ferguson https://t.co/tozjird2vf,36,133,108028,1041,0
Protestors at the #Ferguson Police Dept. https://t.co/0gAGopdQ8u,30,150,106143,1041,0
"Michael Brown, unarmed black teen killed by police in #Ferguson was set to start college on Monday. @MichaelSkolnik:https://t.co/4LODno0FLr",129,579,56452,36050,0
Protest at #Ferguson police dept right now https://t.co/zyZMLpgOpS,41,164,103006,1031,0
It's messed up when cops can shoot unarmed Black teen yet White people can walk around Target with AR-15's! #Ferguson,171,326,18477,18502,0
Protestors outside #Ferguson police department headquarters right now http://t.co/sjHMxSulha,355,1061,103894,1031,0
Don't live in #Ferguson? Call the Police station leave Chief Tom Jackson a message 314-522-3100 ext #5588 or tweet @stlcountypd #MikeBrown,58,193,1342,1636,0
"Unarmed teen killed by cops isn't the headline but calling black people ""ANGRY MOB!"" is, that tells you everything about the media #Ferguson",108,241,14885,1361,0
#WeAreTargets RT @brennamuncy: Someone please remind me what year it is again? #ferguson http://t.co/ZRJ00GRDZG,423,1121,10290,416,0
At the #Ferguson police dept headquarters https://t.co/jIaKhelaAk,89,272,105154,1041,0
"""He threw his hands up and they shot him. The boy fell and they shot him some more."" http://t.co/WTqOpAhVRw  #ferguson #mikebrown",80,430,14657,282,0
"Protest continues in front of #ferguson police dept ""the people united, will never be defeated"" #FergusonShooting http://t.co/4wXq3z6tDX",76,215,2621,683,0
"The killing, the militarized police response, the coverage. How many more ways can you say ""Your lives hold no value""? #MikeBrown #Ferguson",111,227,5363,1369,0
I’m in #Ferguson and the witnesses are telling a chillin story. This young man was truly executed.,70,372,1585,495,0
This is not okay. #Ferguson http://t.co/hb3jH6GfAt,40,123,11363,752,0
I can't stomach another #justicefor campaign. Real justice isn't a conviction. It's black ppl not being used for target practice. #Ferguson,742,1371,5362,1369,0
"Please note Twitter had the #Ferguson story BEFORE ALL national news outlets. 

But keep telling me how Twitter doesn't matter. 😒",138,226,8975,1906,0
"Nothing screams action like placing pressure on the head of the city, Mayor Knowles. Call or email him! #Ferguson http://t.co/CvTxppaWWN",32,134,2471,864,0
"Witness: ""He threw his hands up and they shot him. The boy fell and they shot him some more."" #Ferguson http://t.co/sSbXDOUTMn",261,1557,133581,127,0
"Trayvon Martin. Jordan Davis. Renisha McBride. Mike Brown. Our streets are stained with the blood of unarmed, black teens. #Ferguson",124,212,798,97,0
"Don't tell a heartbroken community how to feel, what to say. Try listening to them instead. #Ferguson",351,391,28686,1111,0
"It's incredibly upsetting hearing about the execution of children by the authorities in Iraq, Gaza, and Missouri. #MikeBrown #Ferguson",191,320,14628,9291,0
Wonder how many breaking news reports there would be on national networks if a white unarmed teenager was shot + killed by police? #Ferguson,361,832,133420,124,0
Follow @MichaelSkolnik NOW if you want to follow the story about the unarmed teenager who was killed by the #Ferguson police.,156,324,3242744,710,0
"Young black victims are killed twice in America―once by gun, second by media. Let the victim be the victim this time. #Ferguson",170,351,798,97,0
"No matter what COLOR you are...the murder by cop in #Ferguson is WRONG.  Let's stand together, do NOT let them divide us.",108,137,2049,2085,0
"White-privilege apologist internet trolls saying, ""Wait for details before you jump to conclusions."" You need more details? #Ferguson",64,128,799,97,0
The @latimes reports on #Ferguson - http://t.co/p69w3eaHpb http://t.co/3DtEAVnpkW,31,163,105862,1041,0
"High school graduation picture of Mike Brown. May he rest in peace, while we fight for his justice. #Ferguson http://t.co/ZpWHsvpnQi",175,457,133549,127,0
"#MikeBrown, left, is gunned down for WWB (walking while black),but guy on the right can point a gun at cops #Ferguson http://t.co/ydAVrBLQke",105,269,14013,13928,0
"Police in #Ferguson, Missouri, shot and killed a 17-year-old boy. http://t.co/TbVlOFxEus
#FergusonShooting",113,386,1293919,861,0
"People DEBATING whether #MikeBrown shoplifted or not-- IT DOESN'T MATTER.
Shoplifting isn't punishable by DEATH IN THE STREET. #Ferguson",298,802,1935,914,0
"Late reporting from #Ferguson: ""Unrest"" outside police station. When white people do it, it's a ""vigil."" http://t.co/mkca1icOF9",48,142,7075,1012,0
"If #Ferguson protesters were white, they'd be walking away with several hundred cattle and an apology. http://t.co/mkca1icOF9 #p2",90,181,7075,1013,0
"17-yr-old unarmed black kid #MikeBrown was murdered by a cop in #Ferguson, Missouri yesterday. This is his stepdad: http://t.co/p8mqVvh9GY",68,267,9516,350,0
"I don't want another bigot getting in my TL saying it's not abt race, when's the last time a white kid has been MURDERED by police #Ferguson",94,106,3385,918,0
“When will young people of color's lives matter when they are alive?” -  @MichaelSkolnik #Ferguson http://t.co/NM5UsKgPVm,76,212,834,134,0
"The difference between ""unrest"" and ""patriotism"" is directly proportional to how black the protesters are. #Ferguson #Murrieta #BundyRanch",85,124,21740,959,0
More coverage from Europe - http://t.co/Ipkmn3Zq45 #Ferguson #MikeBrown http://t.co/vbZSHAvmxK,42,166,100426,1031,0
"The black &amp; unarmed group on the left is called an ""angry mob"" vs the armed white group called supporters #Ferguson http://t.co/EuEvQHHEpK",359,953,13982,13903,0
"#Ferguson, MO is in protest after a cop kills an unarmed black teen: http://t.co/xirnS3duFB http://t.co/T6Dp3AQbgE",60,201,112004,14387,0
"#Ferguson is why we need Civilian Review Boards. Anger, frustration &amp; potential violence comes when ppl lack faith that they'll get justice.",58,107,100902,1031,0
Stewart drives over guy kills him. News is everywhere. Cops fire 10 bullets into unarmed black. Not even covered. Good job media. #Ferguson,59,162,11418,709,0
Protestors outside #Ferguson police dept now http://t.co/VYsGspeKPB,40,160,105398,1041,0
Teenager #MikeBrown won't start college on Monday because he was shot ten times by a #Ferguson police officer. http://t.co/mUE41Zp4nA,45,220,450,149,0
"#MikeBrown's mother: ""Police not telling us nothing, cause they have nothing to say."" #Ferguson http://t.co/P7QwG3sTru",246,744,133402,125,0
Amerika appears to be awash in all manner of #terrorism. Much of it state-sponsored. #Ferguson #MikeBrown #Racism #p2 http://t.co/PqIKIbVGtf,80,192,10692,10360,0
Outside #Ferguson Police Headquarters right now http://t.co/ZqOQuisJgh,48,216,106167,1041,0
"Follow @MichaelSkolnik NOW if you want to follow the story about #MikeBrown, the unarmed teenager who was killed by the #Ferguson police.",101,223,3242737,710,0
There should be blame AND shame here. #Ferguson #MichaelBrown @KharyP http://t.co/hXWpgy4nRY,74,110,21703,956,0
"Lots of people -- some prayerful, some sad, some angry -- have gathered outside the #Ferguson police headquarters http://t.co/KfbHCGNrzk",92,342,99736,1030,0
"""Don't shoot! Don't shoot!"" #ferguson https://t.co/PhairpOfdl",614,2003,106331,1041,0
Police and protesters face to face in #Ferguson http://t.co/C0U0rQzGFa,28,175,100925,1031,0
happening now in #ferguson https://t.co/MYPxUyo7Xx,38,168,100925,1031,0
"The courage it takes to to write these words down, much less display them to the world #Ferguson #MikeBrown http://t.co/6lt6JlBKCC",259,617,7683,1100,0
Protestors have crossed the police line in #Ferguson https://t.co/Y2CxIZe4Hk,52,211,106627,1041,0
Protestors have packed the lobby of the #Ferguson police headquarters. Not being let into the press confere... https://t.co/auVlJeqMoI,108,441,106886,1041,0
"""Don't shoot! Don't shoot!"" #ferguson https://t.co/5PjPp1jdiL",54,182,9086,691,0
Live from #Ferguson http://t.co/VX2zpW8Tqh,37,199,99974,1031,0
Press conference is over.  Important to note: NO mention of #MikeBrown stealing ANYTHING from ANY store.  #Ferguson http://t.co/CnX88sZEwY,385,1473,133407,125,0
"""Our problem is not with Hamas. Our problem is not in Iraq. Our problem is in #Ferguson!"" - Anthony Shahid http://t.co/o1dZ3LDHdg",227,518,107088,1041,0
"#Ferguson Police Chief said only one word during entire press conference. 

Question: Is officer is still being paid? 

Answer: Yes.",69,465,133577,127,0
Whenever you want to justify shooting an unarmed person you always say they reached for your gun. George Zimmerman taught us that #Ferguson,60,160,3572,2585,0
Powerful video of protestors w/hands up mocking #Ferguson police. Video via @AntonioFrench #MikeBrown https://t.co/PVXgMmgw20,61,188,219,893,0
Protest in #Ferguson. The police dogs are visible again. https://t.co/Fvdw0cKGXk,39,170,106570,1041,0
"The presence of police dogs in #Ferguson is, at the very least, culturally and historically insensitive.",177,390,99802,1031,0
Lots of angry mothers here in #Ferguson this morning. http://t.co/RXTdkGgDMG,39,154,100465,1031,0
WE DEMAND THAT POLICE STAY AWAY FROM US WITHOUT WEARING CAMERAS FOR OUR PROTECTION! #mikebrown #Ferguson http://t.co/L2rBjMMpzc,392,903,1968,1997,0
*church fan* RT @Sherrea_D: Where's the #NRA's call for blacks to arm themselves against the police? #MikeBrown #Ferguson,44,110,21984,398,0
Still conflicting reports about death of the witness. Police say it's not true. Tempers are rising here in #Ferguson http://t.co/nbbr7XvJxk,16,117,107681,1041,0
"#Ferguson, Missouri Community Furious After Teen Shot Dead By Police http://t.co/UJYaBibSvq
#FergusonShooting",55,164,1296054,863,0
"Not sure what the #Anonymous message to #Ferguson is going to be exactly but you can count on one.
Support @OpFerguson",94,131,1293902,863,0
"No Skittles, Arizona Iced Tea, Cops On Scene. Another Black Teen Dead. Whats Their Excuse Now?. #Ferguson #MikeBrown http://t.co/d0CvLFAnQK",74,155,10045,7468,0
Hello fellow white people. Lets try to show as much outrage for #Ferguson as we did for Facebook messenger.,104,118,31543,870,0
